TaxID	Chromosomes/RefSeq	Status
1286838	-	Scaffold
1286837	-	Scaffold
1286836	-	Scaffold
1286835	-	Scaffold
1286834	-	Scaffold
1279036	-	Scaffold
1286833	-	Contig
1279035	-	Contig
1131267	-	Contig
1131268	-	Contig
1200791	-	Contig
1268322	-	Scaffold
1131278	-	Contig
1131279	-	Contig
1131273	-	Contig
1151061	-	Scaffold
1230343	-	Contig
1205680	-	Scaffold
1208104	-	Contig
1007096	-	Scaffold
1216962	NC_019674.1	Chromosome with gaps
1224144	NZ_CM001973.1	Chromosome
568768	NZ_CM001975.1	Chromosome
568766	NZ_CM001979.1	Chromosome
1225785	NZ_CM001983.1	Chromosome
1224145	NZ_CM001984.1	Chromosome
337191	NC_018581.1	Gapless Chromosome
1094937	-	Contig
1167741	-	Contig
1298878	-	Contig
1232674	-	Contig
1235558	-	Contig
1094954	-	Contig
1235985	-	Contig
1235984	-	Contig
1123866	-	Scaffold
1123867	-	Scaffold
1249480	NC_020505.1	Complete
1232430	-	Contig
1116213	-	Scaffold
1257078	-	Contig
1286308	-	Contig
1286840	-	Contig
716928	-	Contig
1291000	-	Contig
1292025	-	Contig
1302613	-	Contig
1292026	-	Contig
1292048	-	Contig
1292047	-	Contig
1292046	-	Contig
1293577	-	Contig
1214564	-	Contig
1313171	-	Contig
1033733	-	Scaffold
1052805	-	Contig
1052806	-	Contig
1052802	-	Contig
1052803	-	Contig
1047056	-	Contig
1047058	-	Contig
1052804	-	Contig
1047059	-	Contig
1047060	-	Contig
1104641	-	Contig
1007121	-	Contig
913322	-	Contig
1104671	-	Contig
1047054	-	Contig
1130284	-	Contig
1266371	NC_021555.1	Gapless Chromosome
1238423	-	Scaffold
1341643	-	Contig
1205683	-	Scaffold
1403316	NC_022575.1	Gapless Chromosome
1330035	-	Contig
1094969	-	Contig
1094972	-	Contig
1343077	NC_021919.1	Gapless Chromosome
1235986	-	Contig
1094959	-	Contig
1094953	-	Contig
1094956	-	Contig
1094973	-	Contig
1094967	-	Contig
1325472	-	Scaffold
1085029	-	Scaffold
1245601	-	Scaffold
1245607	-	Scaffold
938763	-	Scaffold
938772	-	Scaffold
1259808	-	Scaffold
1259809	-	Scaffold
1265501	-	Scaffold
1318599	-	Contig
910048	-	Contig
1286375	-	Scaffold
1286374	-	Scaffold
1283296	-	Scaffold
1268327	-	Scaffold
1268324	-	Scaffold
1268299	-	Scaffold
1305741	-	Contig
939568	-	Contig
939637	-	Contig
1298909	-	Contig
1298899	-	Contig
1298898	-	Contig
1298895	-	Contig
1298894	-	Contig
1298885	-	Contig
1298906	-	Contig
1286843	-	Contig
1283297	-	Contig
1283295	-	Contig
1268340	-	Contig
1268323	-	Contig
1268295	-	Contig
1094970	-	Contig
1094955	-	Contig
1094965	-	Contig
1094960	-	Contig
1235982	-	Contig
1094966	-	Contig
1235981	-	Contig
1094971	-	Contig
1094958	-	Contig
1167727	-	Contig
1167724	-	Contig
1268319	-	Scaffold
1379398	-	Contig
1379393	-	Contig
1379394	-	Contig
1379391	-	Contig
1379390	-	Contig
1379389	-	Contig
1378080	-	Contig
1395101	-	Contig
1379386	-	Contig
1383060	-	Contig
1379392	-	Contig
1239288	-	Contig
1239287	-	Contig
1239289	-	Contig
1239290	-	Contig
1239291	-	Contig
1239286	-	Contig
1239285	-	Contig
1239293	-	Contig
1079111	-	Contig
245012	NC_021024.1	Chromosome with gaps
1118059	-	Scaffold
938278	-	Scaffold
1198115	-	Contig
1198116	-	Contig
1242866	-	Contig
1229488	-	Contig
1130299	-	Contig
1130300	-	Contig
1130301	-	Contig
1130302	-	Contig
1130304	-	Contig
1130317	-	Contig
1130318	-	Contig
1130303	-	Contig
1130305	-	Contig
1131275	-	Contig
1157679	-	Contig
1157678	-	Contig
1207071	-	Contig
1052823	-	Contig
1052808	-	Contig
1047069	-	Contig
1047077	-	Contig
1047003	-	Contig
1046985	-	Contig
1046938	-	Contig
1046989	-	Contig
1046946	-	Contig
1214064	-	Scaffold
1214065	-	Scaffold
1204719	-	Scaffold
1047004	-	Contig
1046986	-	Contig
1046988	-	Contig
939383	-	Contig
939195	-	Contig
1007113	-	Contig
1007116	-	Contig
1009710	-	Contig
1009413	-	Contig
1009414	-	Contig
1009421	-	Contig
939374	-	Contig
932041	-	Contig
1047071	-	Contig
1047072	-	Contig
1047075	-	Contig
1047067	-	Contig
939301	-	Scaffold
1007109	-	Scaffold
1007110	-	Scaffold
1007111	-	Scaffold
1007112	-	Scaffold
1007120	-	Scaffold
1009418	-	Scaffold
939920	-	Scaffold
1242690	-	Contig
1294122	-	Contig
910028	-	Contig
1052812	-	Contig
1052813	-	Contig
1046964	-	Contig
1046961	-	Contig
1046978	-	Contig
1052848	-	Contig
1052844	-	Contig
1046996	-	Contig
1047085	-	Contig
699263	-	Contig
1047002	-	Contig
1047006	-	Contig
1047009	-	Contig
1047010	-	Contig
1047015	-	Contig
1047031	-	Contig
1047030	-	Contig
1047021	-	Contig
1047024	-	Contig
1047028	-	Contig
1047032	-	Contig
1047033	-	Contig
1047034	-	Contig
1047035	-	Contig
1047041	-	Contig
1047042	-	Contig
1047043	-	Contig
1047044	-	Contig
1047045	-	Contig
1047053	-	Contig
1047050	-	Contig
1052828	-	Contig
1052830	-	Contig
1052832	-	Contig
1052833	-	Contig
1052838	-	Contig
1052841	-	Contig
1047063	-	Contig
1047073	-	Contig
1047076	-	Contig
1047078	-	Contig
1047079	-	Contig
1047080	-	Contig
1047081	-	Contig
1047014	-	Contig
1052817	-	Contig
1104574	-	Contig
1047019	-	Contig
1047017	-	Contig
1046935	-	Contig
1104591	-	Contig
1130335	-	Contig
1130331	-	Contig
743731	-	Contig
1104575	-	Contig
1130330	-	Contig
1130337	-	Contig
1130334	-	Contig
1130332	-	Contig
1052811	-	Contig
1130333	-	Contig
1130336	-	Contig
1130338	-	Contig
1130343	-	Contig
1046973	-	Contig
1046957	-	Contig
1046959	-	Contig
1104614	-	Contig
1046991	-	Contig
1130342	-	Contig
1104584	-	Contig
1046956	-	Contig
1046960	-	Contig
1046962	-	Contig
1046971	-	Contig
1104619	-	Contig
1104582	-	Contig
699261	-	Contig
743729	-	Contig
743730	-	Contig
1047037	-	Contig
1047016	-	Contig
1047020	-	Contig
1047025	-	Contig
910041	-	Contig
1104595	-	Contig
1047022	-	Contig
1047027	-	Contig
1047036	-	Contig
1104602	-	Contig
1130348	-	Contig
1047051	-	Contig
1047038	-	Contig
1104603	-	Contig
1047040	-	Contig
1130285	-	Contig
1104597	-	Contig
1047023	-	Contig
1104571	-	Contig
1052839	-	Contig
1047026	-	Contig
1130346	-	Contig
1130327	-	Contig
1052829	-	Contig
1052831	-	Contig
910040	-	Contig
1104600	-	Contig
1104565	-	Contig
1311575	-	Contig
1104577	-	Contig
1104580	-	Contig
1047066	-	Contig
1130345	-	Contig
1104609	-	Contig
1104604	-	Contig
1104576	-	Contig
1104573	-	Contig
1052814	-	Contig
1046983	-	Contig
913320	-	Contig
1104615	-	Contig
1104599	-	Contig
1104578	-	Contig
1104610	-	Contig
913318	-	Contig
1046965	-	Contig
1104607	-	Contig
1046952	-	Contig
1047012	-	Contig
1130347	-	Contig
1104601	-	Contig
1052827	-	Contig
1052826	-	Contig
1052825	-	Contig
1302614	-	Contig
1141660	NZ_CM001773.1	Chromosome
1396830	-	Contig
1202535	-	Contig
1402214	-	Contig
1407067	-	Contig
1408883	-	Contig
1408886	-	Contig
1408884	-	Contig
1408863	-	Contig
1408865	-	Contig
1408866	-	Contig
1408867	-	Contig
1408871	-	Contig
1408872	-	Contig
1408858	-	Contig
1408869	-	Contig
1408873	-	Contig
1408874	-	Contig
1408878	-	Contig
1408879	-	Contig
1408830	-	Contig
1408831	-	Contig
1408833	-	Contig
1408835	-	Contig
1408836	-	Contig
1408837	-	Contig
1408844	-	Contig
1408853	-	Contig
1408855	-	Contig
1408857	-	Contig
1408827	-	Contig
1408840	-	Contig
1408842	-	Contig
1408843	-	Contig
1408845	-	Contig
1408848	-	Contig
1408849	-	Contig
1408850	-	Contig
1347912	-	Contig
1301100	-	Scaffold
1347393	-	Scaffold
938289	-	Contig
939316	-	Contig
1394709	NC_023002.1	Gapless Chromosome
932042	-	Contig
1394712	-	Contig
1403033	-	Contig
1403029	-	Contig
1403032	-	Contig
1403046	-	Contig
1403047	-	Contig
1006581	NC_023030.1,NC_023030.1	Gapless Chromosome
1154860	-	Contig
1403947	-	Contig
1403938	-	Contig
1403933	-	Contig
1403934	-	Contig
1415773	NC_023062.1	Gapless Chromosome
1403945	-	Contig
1391999	-	Contig
1249468	-	Gapless Chromosome
1249476	-	Gapless Chromosome
1401685	-	Contig
939346	-	Contig
1293896	-	Contig
1293897	-	Contig
1294027	-	Contig
1294028	-	Contig
1294029	-	Contig
1294031	-	Contig
1294032	-	Contig
1294033	-	Contig
1294034	-	Contig
1136429	-	Scaffold
1243662	-	Contig
1203465	-	Contig
1401244	-	Scaffold
1305841	-	Scaffold
1249474	-	Gapless Chromosome
1167738	-	Contig
1167732	-	Contig
1312978	-	Scaffold
1167748	-	Contig
1249471	-	Gapless Chromosome
1388518	-	Scaffold
1215069	-	Scaffold
1215073	-	Scaffold
1215074	-	Scaffold
1215081	-	Scaffold
1215075	-	Scaffold
1215080	-	Scaffold
1215083	-	Scaffold
1215070	-	Scaffold
1215064	-	Scaffold
1215076	-	Scaffold
1215062	-	Scaffold
1215084	-	Scaffold
1215079	-	Scaffold
1215068	-	Scaffold
1215085	-	Scaffold
1215072	-	Scaffold
1215065	-	Scaffold
1215067	-	Scaffold
1215082	-	Scaffold
1215066	-	Scaffold
1215063	-	Scaffold
1215078	-	Scaffold
1215077	-	Scaffold
1215086	-	Scaffold
1215071	-	Scaffold
1411646	-	Contig
1437818	-	Contig
1329841	-	Scaffold
1329822	-	Scaffold
1210884	-	Scaffold
1429439	-	Scaffold
1415626	-	Scaffold
1392023	-	Scaffold
1392029	-	Scaffold
1403910	-	Scaffold
1280390	-	Contig
1388174	-	Scaffold
1411515	-	Scaffold
1388003	-	Scaffold
1238219	-	Scaffold
938457	-	Scaffold
938429	-	Scaffold
938781	-	Scaffold
938467	-	Scaffold
938797	-	Scaffold
1403540	-	Contig
1071085	-	Scaffold
1412706	-	Scaffold
1412640	-	Scaffold
1402778	-	Scaffold
1402739	-	Scaffold
1402738	-	Scaffold
1417035	-	Scaffold
1417066	-	Scaffold
1417165	-	Scaffold
1288295	-	Gapless Chromosome
1435057	-	Chromosome with gaps
1249659	-	Gapless Chromosome
1414721	-	Contig
1414720	-	Contig
1414719	-	Contig
1443993	-	Contig
1437444	-	Contig
1177594	-	Scaffold
1347087	-	Contig
1211815	-	Scaffold
1417303	-	Contig
1419582	-	Contig
946235	-	Scaffold
1033730	-	Scaffold
1033730	-	Contig
1095772	-	Scaffold
1211819	-	Scaffold
1197906	-	Scaffold
91891	-	Scaffold
1423891	NC_022906.1,NC_022905.1	Gapless Chromosome
1407053	NC_022907.1,NC_022908.1	Gapless Chromosome
1288294	-	Contig
1415606	-	Contig
1209984	-	Contig
1347369	-	Scaffold
1347368	-	Scaffold
1347086	-	Scaffold
1461580	-	Contig
1347370	-	Contig
1236956	-	Contig
1265310	-	Scaffold
1300143	-	Contig
1211817	-	Contig
39687	-	Scaffold
171693	-	Contig
547163	-	Contig
258533	-	Contig
1412499	-	Chromosome with gaps
1412492	-	Chromosome with gaps
1412569	-	Chromosome with gaps
1412530	-	Chromosome with gaps
1412525	-	Chromosome with gaps
1412517	-	Chromosome with gaps
1412534	-	Chromosome with gaps
1412553	-	Chromosome with gaps
1412489	-	Chromosome with gaps
1412481	-	Chromosome with gaps
1412559	-	Chromosome with gaps
1412488	-	Chromosome with gaps
1412590	-	Chromosome with gaps
1308539	-	Contig
1438766	-	Scaffold
1471443	-	Contig
1471444	-	Contig
1471454	-	Contig
1471460	-	Contig
1471498	-	Contig
1471510	-	Contig
1471519	-	Contig
1471523	-	Contig
1471529	-	Contig
1471438	-	Contig
1471439	-	Contig
1471442	-	Contig
1471445	-	Contig
1471486	-	Contig
1471526	-	Contig
1471446	-	Contig
1471447	-	Contig
1471449	-	Contig
1471475	-	Contig
1471481	-	Contig
1471483	-	Contig
1471489	-	Contig
1471496	-	Contig
1471528	-	Contig
1400907	-	Scaffold
1189304	-	Contig
1365659	-	Scaffold
1408177	-	Scaffold
1449046	-	Scaffold
1449069	-	Scaffold
1449068	-	Contig
1392486	-	Contig
1250006	-	Contig
877411	-	Contig
1382359	-	Contig
1479651	-	Contig
1280948	-	Contig
1280944	-	Contig
1280949	-	Contig
1280950	-	Contig
1280952	-	Contig
1392998	-	Contig
1476973	-	Contig
1121413	-	Scaffold
1408465	-	Scaffold
1121430	-	Scaffold
1121319	-	Scaffold
1419324	-	Contig
1408471	-	Contig
1392493	-	Contig
1392491	-	Contig
1123255	-	Contig
1120956	-	Contig
639030	-	Contig
1288293	-	Contig
1288296	-	Contig
1773	-	Contig
573	-	Scaffold
1472682	-	Contig
47839	-	Scaffold
1458461	-	Chromosome with gaps
1416969	-	Contig
36855	-	Gapless Chromosome
1206724	-	Contig
1224140	-	Contig
1280	-	Gapless Chromosome
470	-	Gapless Chromosome
1328324	-	Gapless Chromosome
28025	-	Gapless Chromosome
1316930	-	Gapless Chromosome
1219359	-	Contig
1220581	-	Contig
1441628	-	Gapless Chromosome
1492738	-	Contig
1327989	-	Gapless Chromosome
1484479	-	Contig
2113	-	Gapless Chromosome
358823	-	Contig
192222	NC_002163.1	Gapless Chromosome
195099	NC_003912.7	Gapless Chromosome
354242	NC_008787.1	Gapless Chromosome
360109	NC_009707.1	Gapless Chromosome
407148	NC_009839.1	Gapless Chromosome
567106	NC_017279.1	Gapless Chromosome
645464	NC_017280.1	Gapless Chromosome
354242	NZ_AASL01000001.1	Gapless Chromosome
757425	NC_014802.1	Gapless Chromosome
718271	NC_017281.1	Gapless Chromosome
1201032	NC_018709.2	Gapless Chromosome
1211776	NC_018521.1	Gapless Chromosome
1338035	NC_021834.1	Gapless Chromosome
1357994	NC_022362.1	Gapless Chromosome
1347340	NC_022529.1	Gapless Chromosome
1295010	-	Gapless Chromosome
1380768	NC_022351.1	Chromosome with gaps
1383068	NC_022353.1	Chromosome with gaps
1380767	NC_022352.1	Chromosome with gaps
683082	NZ_CM000854.1	Chromosome
683083	NZ_CM000855.1	Chromosome
360112	-	Scaffold
1093788	-	Scaffold
1093789	-	Scaffold
1295394	-	Scaffold
1295400	-	Scaffold
1310163	-	Scaffold
1310162	-	Scaffold
1365653	-	Scaffold
1324967	-	Scaffold
1327986	-	Scaffold
1365656	-	Scaffold
1367443	-	Scaffold
1365657	-	Scaffold
1365660	-	Scaffold
1365661	-	Scaffold
1365662	-	Scaffold
1365654	-	Scaffold
360111	-	Contig
360108	-	Contig
360110	-	Contig
398000	-	Contig
691336	-	Contig
691337	-	Contig
691338	-	Contig
885273	-	Contig
885274	-	Contig
889247	-	Contig
889213	-	Contig
889216	-	Contig
889239	-	Contig
889240	-	Contig
889241	-	Contig
889242	-	Contig
889217	-	Contig
889243	-	Contig
889244	-	Contig
889218	-	Contig
889245	-	Contig
889219	-	Contig
889246	-	Contig
889247	-	Contig
889248	-	Contig
889220	-	Contig
889249	-	Contig
889250	-	Contig
889251	-	Contig
889252	-	Contig
889253	-	Contig
889221	-	Contig
889254	-	Contig
889255	-	Contig
889222	-	Contig
889223	-	Contig
889224	-	Contig
889225	-	Contig
889226	-	Contig
889227	-	Contig
889214	-	Contig
889228	-	Contig
889229	-	Contig
889215	-	Contig
889230	-	Contig
889231	-	Contig
889232	-	Contig
889233	-	Contig
889234	-	Contig
889235	-	Contig
889236	-	Contig
889237	-	Contig
889238	-	Contig
1111072	-	Contig
1111073	-	Contig
1111074	-	Contig
1111075	-	Contig
1111076	-	Contig
1293289	-	Contig
1381117	-	Contig
1436884	-	Contig
1436885	-	Contig
1437113	-	Contig
1236539	-	Contig
1316923	-	Contig
1365655	-	Contig
205922	NC_007492.2	Gapless Chromosome
216595	NC_012660.1	Gapless Chromosome
1114970	NC_016830.1	Gapless Chromosome
1037911	NC_017911.1	Gapless Chromosome
746360	NZ_CM001025.1	Chromosome
1038924	NZ_CM001513.1	Chromosome
1038923	NZ_CM001512.1	Chromosome
1038922	NZ_CM001558.1	Chromosome
743713	NZ_CM001561.1	Chromosome
1221522	NZ_CM001560.1	Chromosome
1042209	-	Scaffold
690597	-	Scaffold
1205750	-	Scaffold
1262454	-	Scaffold
564421	-	Contig
564420	-	Contig
1007656	-	Contig
1007656	-	Contig
463794	-	Contig
1231390	-	Contig
1390371	-	Contig
1383069	-	Contig
1284404	-	Contig
190485	NC_003902.1	Gapless Chromosome
314565	NC_007086.1	Gapless Chromosome
340	NC_010688.1	Gapless Chromosome
990315	NC_017271.1	Gapless Chromosome
1281282	-	Chromosome
1281284	-	Chromosome
1281283	-	Chromosome
559737	-	Scaffold
1075759	-	Scaffold
1094183	-	Scaffold
1094184	-	Scaffold
1094185	-	Scaffold
1184263	-	Scaffold
1094187	-	Scaffold
1211707	-	Scaffold
1182783	-	Contig
99287	NC_003197.1	Gapless Chromosome
220341	NC_003198.1	Gapless Chromosome
209261	NC_004631.1	Gapless Chromosome
295319	NC_006511.1	Gapless Chromosome
588858	NC_016856.1	Gapless Chromosome
321314	NC_006905.1	Gapless Chromosome
550537	NC_011294.1	Gapless Chromosome
550538	NC_011274.1	Gapless Chromosome
423368	NC_011080.1	Gapless Chromosome
476213	NC_012125.1	Gapless Chromosome
41514	NC_010067.1	Gapless Chromosome
1016998	NC_010102.1	Gapless Chromosome
454169	NC_011083.1	Gapless Chromosome
439843	NC_011094.1	Gapless Chromosome
454166	NC_011149.1	Gapless Chromosome
439851	NC_011205.1	Gapless Chromosome
554290	NC_011147.1	Gapless Chromosome
568708	NC_016854.1	Gapless Chromosome
909946	NC_016857.1	Gapless Chromosome
859199	-	Gapless Chromosome
216597	NC_016810.1	Gapless Chromosome
990282	NC_016863.1	Gapless Chromosome
1081093	NC_016831.1	Gapless Chromosome
1132507	NC_016832.1	Gapless Chromosome
1008297	NC_017046.1	Gapless Chromosome
1160717	NC_017623.1	Gapless Chromosome
718274	NC_016860.1	Gapless Chromosome
1267753	NC_020307.1	Gapless Chromosome
1171376	NC_021151.1	Gapless Chromosome
527001	NC_021176.1	Gapless Chromosome
1271864	NC_021812.2	Gapless Chromosome
1124936	NC_021810.1	Gapless Chromosome
1271863	NC_021818.1	Gapless Chromosome
1271862	NC_021814.1	Gapless Chromosome
866913	NC_021820.1	Gapless Chromosome
1173427	NC_021844.1	Gapless Chromosome
877468	NC_021902.1	Gapless Chromosome
1298917	NC_021984.1	Gapless Chromosome
1225522	NC_022221.1	Gapless Chromosome
1064551	NC_022525.1	Gapless Chromosome
1003191	-	Gapless Chromosome
984211	-	Gapless Chromosome
1029983	-	Gapless Chromosome
1194154	-	Gapless Chromosome
1208611	-	Gapless Chromosome
568709	NC_022544.1	Gapless Chromosome
85569	NC_022569.1	Gapless Chromosome
1406860	NC_022991.1	Gapless Chromosome
1299044	-	Gapless Chromosome
149539	-	Gapless Chromosome
